Date,AT,BE,CY,FI,FR,DE,GR,IE,IT,LT,MT,NL,PT,SK,SI,ES,US
2000Q1,3.8380740965519897,3.49734595568015,,2.73445454993305,3.80055414618021,3.6938972214387,3.33932261010673,1.0692800955732205,3.2167015510701997,,,3.5035476402472803,3.6220195939116797,,,2.3946711104428005,6.002
2000Q2,3.5181464875595303,3.34677966388809,,2.4727286170513096,4.0044029596603,4.20688403484564,3.38057250093622,0.4106752151187498,2.96213344699156,,,3.2847699006605304,3.1672448757154896,,,2.5302730502750905,6.027
2000Q3,2.7039770447314404,2.51785570327726,,1.5289648285396296,3.5948942290692205,3.7827075112861204,3.0571336184052895,-0.7674693738843894,3.03601212198667,,,2.86724419949824,2.23384496146888,,,1.81904291593445,5.8078
2000Q4,2.3131335393969206,2.31850443305421,,1.1630108095056602,3.00678652413034,3.0910191805525393,1.3961500928084298,-1.5174739210951804,2.70835768279465,,,2.0046299149461806,1.5931981334163399,,,1.17532852485426,5.1116
2001Q1,2.23316495217259,2.9942299790321294,,1.89061391369536,3.6265408286821903,3.0481486213440903,2.1458317639315094,-0.29296785080563037,2.10149886570905,,,0.9123398808244496,0.37403783226486986,,,1.12728692504768,4.9146
2001Q2,2.2601150457141204,2.39417182495581,,2.1489515647736397,3.1746105865107905,2.53823226985047,1.7988986541526302,-0.14194264083064922,2.48000535924165,,,0.8537875611921502,0.8988178215649505,,,1.36988468335106,5.3475
2001Q3,2.4663816088031703,2.4863868275232504,,2.5817492696871,3.0821205192186802,2.74315916178511,1.3517560066754304,0.2371940666238901,2.3146797083362403,,,0.7217652148516098,0.93222393852525,,,1.3295319984906295,4.5902
2001Q4,3.0063973469633596,2.9648950541627603,,3.4907172504304897,3.6637410788642097,3.31374702267638,2.55105229668224,0.9667204816685304,2.7831898401988195,,,1.06357787938496,1.24692043461903,,,2.4532601791013704,5.0292
2002Q1,3.46274782788426,2.6894583161703003,,3.43442833508908,3.1777372153918404,3.25990113970464,1.69501408519241,0.71648615899334,3.17495568597491,,,1.5721536561413396,2.0609930759535398,,,2.76741113520765,5.406
2002Q2,3.3686299778698703,3.83454370992097,,3.63250139026138,3.3973444855424804,3.65750274180768,1.72297897391715,0.5463297023867604,2.9522615790348503,,,1.7666563357912,1.82437494023325,,,1.8242366585611998,4.8088
2002Q3,2.7720863076722297,3.2590324288185903,,3.2615581062898302,2.63006062793215,3.01837653151669,1.10035160025264,0.24102573223140045,2.11750910584005,,,1.1971896132410804,0.9003401939597802,,,1.9790369803728,3.6001
2002Q4,2.48281107004083,3.0529383188150905,,2.76227908271104,2.17021444579544,3.0223294061097303,0.8391113527766696,-0.4622624638469599,1.6114241181256403,,,1.3700389836563098,0.35109790490907056,,,0.4286423201864604,3.8181
2003Q1,2.2986011222962004,2.5592651652546596,,2.5137767817525303,1.72249620451753,2.86187014382849,0.4862844090085705,-0.79798107713831,1.3749919392170198,6.98671615179574,,1.6608771919885403,0.17548156664796988,,,0.17137092449349023,3.8019
2003Q2,2.7277993895370902,2.52965483664691,,3.016176871536951,1.9053887054565,3.017990939774219,0.30774595754424006,0.09102123317624011,1.29649167004861,6.174005058210701,,1.83510487451685,0.3734534308021398,,,1.1660550379830399,3.5161
2003Q3,2.7747510253098904,2.4310655091289797,,3.418827400335714,2.1375586320236897,2.9643847774058303,0.8414091078234698,0.8851771258257997,1.4394210012683195,5.969770511039192,,1.9747299851085098,1.2366739176291501,,,1.03616167386253,3.9395
2003Q4,3.10488098534775,2.60597450960542,,3.8011742594080222,2.10175031855267,3.1489823396771097,1.1093004389295698,2.0367225183348,1.8041547067939505,7.0107355500795006,,2.4483882285178,1.8142584612253403,,,1.7001042676548797,4.251934458
2004Q1,2.6310430716906104,2.8262869438962896,,4.012440018088469,2.1937857344642797,2.980880641447432,1.5005032992966805,2.28525147148473,1.9571864337314202,5.98130674983147,,2.7562719561626405,1.75975842978028,,,1.7531473428148403,3.8405
2004Q2,2.4182886568512405,2.12392758985818,,4.572442576006548,2.00062941597858,2.4552650626031394,1.5747420235880698,2.3819543731828006,2.12877597692474,4.164357648567079,,2.9292695949021104,2.0388573368435,,,1.2530521521202402,4.5826
2004Q3,1.9079284468594304,1.84314461396777,,3.65675145438046,1.7656087795983697,2.15265250956282,1.4152644159256402,1.3737823479767197,1.9887680237688699,2.06918274221331,,2.9815313894935507,1.6651863052365101,,,0.6015174609780001,4.123
2004Q4,0.9259149694397202,1.1170496119632802,,3.149324927354781,1.65625154011021,1.69071246076812,0.63683104317886,,2.0254815743774204,0.9291710927718899,,2.3937743807842997,1.26819839394767,,,0.3224698937988202,4.218
2005Q1,0.7073677533374703,1.1183707499008602,,3.1736029367890537,1.99459504347042,1.9895201617803302,0.45228556662471986,,1.8885856606966402,0.5114999167357599,,1.93367091035466,1.4709771026355103,,,0.3781865830196298,4.486
2005Q2,0.7689912400507604,0.5502999268263,,2.0350250162809402,1.4808619921760602,1.93785072264436,0.010442375310350194,,1.5454802714836997,0.8268329347885901,,1.69703406982948,1.3968104809811197,,,-0.10847174870509013,3.919
2005Q3,0.9256137724661899,0.01036919454105023,,2.02648581795271,1.3039744219694402,1.4958839535506199,-0.4700464991958002,,1.4087736224668699,1.0594838344633297,,1.3867807826639502,0.7159704187382299,,,-0.3339908867252199,4.332
2005Q4,1.5977576592409601,0.7456033689316999,,2.27970771382251,1.5969771253581502,1.69968948253658,-0.06979576102092011,0.6264023419822102,1.3316874862238097,0.69497094527107,,1.45633080683929,0.7744764023547002,,,-0.19206616937590004,4.399
2006Q1,2.64839832227295,1.4925857197278702,,2.3507719429757703,1.9850426193761301,1.98497598054891,0.7280851529087395,0.4034707027234399,1.7915554002285696,0.7039528498472101,,2.6358545027396802,0.6312206260895201,,,-0.33564541201522013,4.853
2006Q2,2.4122404081410904,2.13880731917707,,2.26555344444802,2.17817230457367,2.2199223792842204,1.1227457984438405,0.09042973114030994,2.1951666832541,0.8803644888004598,,2.7793608676911803,0.50284230650945,,,0.14756772498322013,5.145
2006Q3,2.19786014795263,2.3004228213416402,,2.0684300389995096,2.00848892295732,2.2919965180782897,0.7261987820246998,-0.36107188267847024,1.8084380884580797,0.15072382905367032,,2.6048503428728704,0.9284364792739601,,,0.31217238487416976,4.6335
2006Q4,2.7240008159974396,2.52642986977692,,1.8931068354485099,2.67328294603369,2.6585221769505503,1.3330976278050195,-0.31916620962463993,2.3384755316482497,0.028654935799250048,,3.121978044564682,1.5373974932262402,,,1.3660651753337598,4.7002
2007Q1,2.385381297213,2.4433106536027003,,1.7186312301293598,2.93701306887464,2.27580063064147,1.5655377577912195,-0.9382739946555194,2.5620035471524596,0.4011953333945302,,2.5481604902839203,1.7865663278919102,,,1.65635708120799,4.6483
2007Q2,2.7203685171103005,3.1865948157397996,,2.24543829013177,3.46579465240512,2.4721201144441496,2.1245198149054603,-0.41800222122768993,3.15619397570615,0.037069767773240336,,2.8800928225890403,2.2262999392020695,2.2835640881377297,1.4085326342088695,2.19421317263319,5.0265
2007Q3,2.6163660363820602,3.14069557220365,,1.9456907833219899,3.21052603964952,2.1113992502508,2.09827823258143,-0.3208079283773708,3.0183103132038704,-1.22688435682982,,3.0742820106208297,2.45141682753225,2.3230093840105797,2.0417321946651903,2.08798903370005,4.5944
2007Q4,1.3486707590665197,1.6981059657769597,,1.6107219497797702,2.05775449009436,1.2977389657957805,1.00512273506622,-0.3123024276627602,2.2358907464047597,-2.988938144110639,,2.57151959540887,1.8529154373372796,1.6021130483887998,-0.97143797141758,0.48175587728021974,4.0347
2008Q1,0.90706269987971,0.5489718792521003,,0.3002080922463799,1.1682286599306897,0.9660922260637399,0.031867506453029826,-0.43563435801899963,1.4168832519360195,-5.4586834332332,-3.80325445972338,2.0098876972120596,1.4880559823601196,0.3700278551352403,-1.9146440336006503,-0.13219048295504,3.445
2008Q2,1.3866238206818804,-0.024094564206020408,,0.9103548023535599,1.5353229855999904,1.7970761468305003,0.6148927208265693,0.44712642491893995,1.6652031438142703,-6.1118343152063,,2.5880967071547296,2.2841162408575397,0.6277772574959499,-1.1632586296591203,0.28057359444123,3.9749
2008Q3,0.6655924893080796,-1.06261769564684,,-0.31092082238718977,1.0766824006229703,0.8904349695073202,0.3358029536613705,0.3207040034070605,0.9101101691761899,-5.630985886855801,,1.1389001826185399,1.6349407354341503,-0.18496488498538,-0.9528925419029299,-0.3282372992826099,3.822
2008Q4,1.5250942121536801,0.24367045145205024,,-0.1180305731685598,1.6347401592446202,1.3019730056799799,2.2722725628678395,1.8728833762244999,1.5248340801939695,4.551653204461999,,1.1647380989123897,2.37570716616143,-0.21195481251670945,1.72440831360041,1.3468378402430101,2.219
