Date,AT,BE,CY,FI,FR,DE,GR,IE,IT,LT,MT,NL,PT,SK,SI,ES,US
2000Q1,0.23899999999999988,0.27840799999999977,,0.13700000000000045,0.10958000000000023,5.223,0.9790000000000001,0.23300000000000054,0.2979099999999999,,,0.14700000000000024,0.30799999999999983,,,0.23800000000000043,6.002
2000Q2,0.3810000000000002,0.33678700000000017,,0.20999999999999996,0.14021400000000028,5.223,0.8570000000000002,0.2990000000000004,0.344182,,,0.15300000000000047,0.4219999999999997,,,0.27800000000000047,6.027
2000Q3,0.30799999999999983,0.3556109999999997,,0.2159999999999993,0.14364199999999983,5.23,0.8009999999999993,0.23899999999999988,0.37242399999999964,,,0.13699999999999957,0.3769999999999998,,,0.2999999999999998,5.8078
2000Q4,0.3080000000000007,0.35373700000000063,,0.22500000000000053,0.1319170000000005,4.858,0.5940000000000003,0.22599999999999998,0.38987700000000025,,,0.12200000000000077,0.3730000000000002,,,0.29100000000000037,5.1116
2001Q1,0.33999999999999986,0.3878369999999993,,0.2519999999999998,0.15494699999999995,4.687,0.5989999999999993,0.2239999999999993,0.4205329999999998,,,0.16299999999999937,0.4349999999999996,,,0.2839999999999998,4.9146
2001Q2,0.27000000000000046,0.32749700000000015,,0.23399999999999999,0.1293880000000005,5.098,0.4660000000000002,0.2010000000000005,0.3935940000000002,,,0.15800000000000036,0.38400000000000034,,,0.3120000000000003,5.3475
2001Q3,0.2450000000000001,0.22994700000000012,,0.21999999999999975,0.07113399999999981,4.801,0.42300000000000004,0.1719999999999997,0.32798700000000025,,,0.16199999999999992,0.3460000000000001,,,0.2989999999999995,4.5902
2001Q4,0.1719999999999997,0.19500000000000028,,0.20000000000000018,0.07399999999999984,4.997,0.28500000000000014,0.1120000000000001,0.24399999999999977,,,0.10899999999999999,0.19899999999999984,,,0.18200000000000038,5.0292
2002Q1,0.19540000000000024,0.23040000000000038,,0.17140000000000022,0.09240000000000048,5.2386,0.3353999999999999,0.2574000000000005,0.2614000000000001,,,0.14639999999999986,0.22940000000000005,,,0.1894,5.406
2002Q2,0.19850000000000012,0.24249999999999972,,0.23050000000000015,0.09649999999999981,4.9435,0.3094999999999999,0.23249999999999993,0.25649999999999995,,,0.14349999999999952,0.26649999999999974,,,0.17849999999999966,4.8088
2002Q3,0.18799999999999972,0.20500000000000007,,0.20199999999999996,0.11599999999999966,4.272,0.34699999999999953,0.2549999999999999,0.22599999999999998,,,0.1120000000000001,0.266,,,0.16999999999999993,3.6001
2002Q4,0.06679999999999975,0.11280000000000001,,0.08279999999999976,0.05679999999999996,4.1942,0.24079999999999924,0.11079999999999934,0.22379999999999978,,,0.020799999999999486,0.12080000000000002,,,0.07279999999999998,3.8181
2003Q1,0.0129999999999999,0.13599999999999923,,0.06899999999999995,0.08099999999999952,4.033,0.266,0.07499999999999929,0.17099999999999937,1.4169999999999998,,0.07699999999999996,0.05399999999999938,,,0.0259999999999998,3.8019
2003Q2,0.10099999999999998,0.09899999999999975,,0.05899999999999972,0.042999999999999705,3.801,0.17099999999999982,0.04800000000000004,0.16500000000000004,1.649,,0.06599999999999984,0.13599999999999968,,,0.07399999999999984,3.5161
2003Q3,0.05520000000000014,0.0671999999999997,,0.010200000000000209,0.06219999999999981,4.0038,0.1761999999999997,0.006199999999999761,0.14919999999999956,1.0072,,0.02519999999999989,0.10519999999999996,,,0.020199999999999996,3.9395
2003Q4,0.032600000000000406,0.05660000000000043,,-0.015399999999999636,0.007600000000000051,4.2924,0.13260000000000005,-0.03139999999999965,0.1396000000000006,1.4076000000000004,,-0.005399999999999849,0.07560000000000056,,,-0.00039999999999995595,4.251934458
2004Q1,0.1030000000000002,0.1599999999999997,,-0.04100000000000037,0.07699999999999951,3.938,0.2520000000000002,-0.05400000000000027,0.2520000000000002,0.8119999999999998,,0.10000000000000009,0.053999999999999826,,,0.09200000000000008,3.8405
2004Q2,0.018000000000000682,0.08700000000000063,,0.06200000000000028,0.020000000000000462,4.358,0.17600000000000016,-0.11999999999999922,0.18200000000000038,0.33200000000000074,,0.015000000000000568,0.10500000000000043,,,-0.019999999999999574,4.5826
2004Q3,0.07600000000000051,0.10500000000000043,,0.11699999999999999,0.08699999999999974,3.965,0.2320000000000002,-0.0040000000000000036,0.19200000000000017,0.5350000000000001,,0.08400000000000052,0.10200000000000031,,,0.04100000000000037,4.123
